Canción,Intérprete(s),Fecha,Semanas en el top,Idioma,Tipo intérprete (H/M/grupo/colaboración),Estilo
Something Just Like This,The Chainsmokers ft. Coldplay,22/04/2017,,,Colaboración,Pop-rock
It Ain't Me,Kygo ft. Selena Gomez,29/04/2017,,,Colaboración,house
Despacito (remix),Luis Fonsi ft. Daddy Yankee y Justin Bieber,6/05/2017,,,Colaboración,Reggaeton
You Don't Know Me,Jax Jones ft. Raye,13/05/2017,,,Colaboración,dance
Way Down We Go,Kaleo,20/05/2017,,,Hombre,Indie
Me enamoré,Shakira,27/05/2017,,,Mujer,Pop latino
Hey Ma,J Balvin & Pitbull ft. Camila Cabello,3/06/2017,,,Colaboración,Rreggaeton
Felices los 4,Maluma,10/06/2017,,,Hombre,Reggaeton
Swalla,Jason Derulo ft. Nicki Minaj y Ty Dolla $ign,17/06/2017,,,Colaboración,R&B
Sign of the Times,Harry Styles,24/06/2017,,,Hombre,Pop
Issues,Julia Michaels,1/07/2017,,,Mujer,electro
Malibu,Miley Cyrus,8/07/2017,,,Mujer,Teen pop
