ID,serie,temporada,episodio,numero,estreno,,puntuacion,votos,imagen,fecha,hora
428,Anatomía de Grey,7,Start Me Up,12,20 Mar. 2011,,7.4,575,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:08.405663
429,Anatomía de Grey,7,Don't Deceive Me (Please Don't Go),13,27 Mar. 2011,,7.4,567,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:08.405663
430,Anatomía de Grey,7,P.Y.T. (Pretty Young Thing),14,3 Apr. 2011,,7.3,546,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:08.405663
431,Anatomía de Grey,7,Golden Hour,15,10 Apr. 2011,,8.2,671,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:08.405663
432,Anatomía de Grey,7,Not Responsible,16,17 Apr. 2011,,7.3,535,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:08.405663
433,Anatomía de Grey,7,This Is How We Do It,17,22-May-11,,7.6,573,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:08.405663
434,Anatomía de Grey,7,Song Beneath the Song,18,29-May-11,,6.6,2483,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:08.405663
435,Anatomía de Grey,7,It's a Long Way Back,19,5 Jun. 2011,,7.7,557,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:08.405663
436,Anatomía de Grey,7,White Wedding,20,12 Jun. 2011,,7.4,567,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:08.405663
437,Anatomía de Grey,7,I Will Survive,21,12-May-11,,7.4,524,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:08.405663
438,Anatomía de Grey,7,Unaccompanied Minor,22,26 Jun. 2011,,7.5,666,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:08.405663
439,Anatomía de Grey,8,Free Falling,1,17 Jan. 2012,,8.2,787,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
440,Anatomía de Grey,8,She's Gone,2,24 Jan. 2012,,8.7,764,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
441,Anatomía de Grey,8,Take the Lead,3,31 Jan. 2012,,8.4,602,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
442,Anatomía de Grey,8,What Is It About Men,4,7 Feb. 2012,,8.4,622,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
443,Anatomía de Grey,8,"Love, Loss and Legacy",5,14 Feb. 2012,,8.4,634,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
444,Anatomía de Grey,8,Poker Face,6,21 Feb. 2012,,8.2,542,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
445,Anatomía de Grey,8,"Put Me in, Coach",7,28 Feb. 2012,,8.6,577,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
446,Anatomía de Grey,8,Heart-Shaped Box,8,6 Mar. 2012,,8.8,759,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
447,Anatomía de Grey,8,Dark Was the Night,9,13 Mar. 2012,,9.4,1078,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
448,Anatomía de Grey,8,Suddenly,10,20 Mar. 2012,,9.3,952,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
449,Anatomía de Grey,8,This Magic Moment,11,27 Mar. 2012,,8.5,649,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
450,Anatomía de Grey,8,Hope for the Hopeless,12,10 Apr. 2012,,8.7,695,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
451,Anatomía de Grey,8,If/Then,13,10 Apr. 2012,,8.4,1028,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
452,Anatomía de Grey,8,All You Need Is Love,14,17 Apr. 2012,,8.3,539,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
453,Anatomía de Grey,8,Have You Seen Me Lately?,15,24 Apr. 2012,,8.4,564,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
454,Anatomía de Grey,8,If Only You Were Lonely,16,1-May-12,,8.6,669,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
455,Anatomía de Grey,8,One Step Too Far,17,8-May-12,,8.3,535,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
456,Anatomía de Grey,8,The Lion Sleeps Tonight,18,15-May-12,,8.1,549,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
457,Anatomía de Grey,8,Support System,19,22-May-12,,8.7,733,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
458,Anatomía de Grey,8,The Girl with No Name,20,19 Apr. 2012,,8.7,588,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
459,Anatomía de Grey,8,Moment of Truth,21,5 Jun. 2012,,8.7,582,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
460,Anatomía de Grey,8,Let the Bad Times Roll,22,12 Jun. 2012,,8.7,646,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
461,Anatomía de Grey,8,Migration,23,19 Jun. 2012,,8.8,685,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
462,Anatomía de Grey,8,Flight,24,17-May-12,,8.7,1267,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:15.208357
463,Anatomía de Grey,9,"Going, Going, Gone",1,7 Oct. 2012,,8.9,1404,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
464,Anatomía de Grey,9,Remember the Time,2,7 Oct. 2012,,9.1,987,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
465,Anatomía de Grey,9,Love the One You're With,3,21 Oct. 2012,,8.6,685,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
466,Anatomía de Grey,9,I Saw Her Standing There,4,28 Oct. 2012,,8.4,570,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
467,Anatomía de Grey,9,Beautiful Doom,5,11 Nov. 2012,,8.8,746,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
468,Anatomía de Grey,9,Second Opinion,6,18 Nov. 2012,,8.3,742,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
469,Anatomía de Grey,9,I Was Made for Lovin' You,7,2 Dec. 2012,,8.3,728,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
470,Anatomía de Grey,9,Love Turns You Upside Down,8,9 Dec. 2012,,8.3,586,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
471,Anatomía de Grey,9,"Run, Baby, Run",9,16 Dec. 2012,,8.8,699,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
472,Anatomía de Grey,9,Things We Said Today,10,13 Jan. 2013,,8.7,703,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
473,Anatomía de Grey,9,The End Is the Beginning Is the End,11,20 Jan. 2013,,8.1,565,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
474,Anatomía de Grey,9,Walking on a Dream,12,27 Jan. 2013,,7.5,537,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
475,Anatomía de Grey,9,Bad Blood,13,3 Feb. 2013,,7.5,556,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
476,Anatomía de Grey,9,The Face of Change,14,10 Feb. 2013,,8.2,633,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
477,Anatomía de Grey,9,Hard Bargain,15,3 Mar. 2013,,8.5,565,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
478,Anatomía de Grey,9,This Is Why We Fight,16,10 Mar. 2013,,8.7,639,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
479,Anatomía de Grey,9,Transplant Wasteland,17,17 Mar. 2013,,8.3,583,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
480,Anatomía de Grey,9,Idle Hands,18,24 Mar. 2013,,7.4,578,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
481,Anatomía de Grey,9,Can't Fight This Feeling,19,31 Mar. 2013,,7,614,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
482,Anatomía de Grey,9,She's Killing Me,20,7 Apr. 2013,,7.4,545,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
483,Anatomía de Grey,9,Sleeping Monster,21,28 Apr. 2013,,7.2,515,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
484,Anatomía de Grey,9,Do You Believe in Magic,22,5-May-13,,7.1,622,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
485,Anatomía de Grey,9,Readiness Is All,23,12-May-13,,8.1,621,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
486,Anatomía de Grey,9,Perfect Storm,24,19-May-13,,8.5,895,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:21.408049
487,Anatomía de Grey,10,Seal Our Fate,1,6 Oct. 2013,,6.9,923,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
488,Anatomía de Grey,10,I Want You with Me,2,6 Oct. 2013,,6.8,696,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
489,Anatomía de Grey,10,Everybody's Crying Mercy,3,6 Oct. 2013,,6.7,673,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
490,Anatomía de Grey,10,Puttin' on the Ritz,4,13 Oct. 2013,,6.8,615,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
491,Anatomía de Grey,10,I Bet It Stung,5,20 Oct. 2013,,6.8,653,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
492,Anatomía de Grey,10,Map of You,6,27 Oct. 2013,,6.7,659,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
493,Anatomía de Grey,10,Thriller,7,3 Nov. 2013,,5.9,742,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
494,Anatomía de Grey,10,Two Against One,8,10 Nov. 2013,,6.5,636,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
495,Anatomía de Grey,10,Sorry Seems to Be the Hardest Word,9,17 Nov. 2013,,6.9,708,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
496,Anatomía de Grey,10,Somebody That I Used to Know,10,24 Nov. 2013,,7,542,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
497,Anatomía de Grey,10,Man on the Moon,11,8 Dec. 2013,,7,540,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
498,Anatomía de Grey,10,"Get Up, Stand Up",12,15 Dec. 2013,,7.8,861,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
499,Anatomía de Grey,10,Take It Back,13,3 Mar. 2014,,7.3,643,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
500,Anatomía de Grey,10,You've Got to Hide Your Love Away,14,10 Mar. 2014,,7.3,513,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
501,Anatomía de Grey,10,Throwing It All Away,15,17 Mar. 2014,,7.4,505,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
502,Anatomía de Grey,10,We Gotta Get Out of This Place,16,24 Mar. 2014,,6.7,565,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
503,Anatomía de Grey,10,Do You Know?,17,31 Mar. 2014,,6.2,944,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
504,Anatomía de Grey,10,You Be Illin',18,7 Apr. 2014,,6.7,598,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
505,Anatomía de Grey,10,I'm Winning,19,14 Apr. 2014,,8.1,490,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
506,Anatomía de Grey,10,Go It Alone,20,21 Apr. 2014,,7.2,491,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
507,Anatomía de Grey,10,Change of Heart,21,28 Apr. 2014,,8.3,547,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
508,Anatomía de Grey,10,We Are Never Ever Getting Back Together,22,5-May-14,,8.4,659,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
509,Anatomía de Grey,10,"Everything I Try to Do, Nothing Seems to Turn Out Right",23,12-May-14,,8.1,487,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
510,Anatomía de Grey,10,Fear (of the Unknown),24,19-May-14,,9.4,1104,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:27.143974
511,Anatomía de Grey,11,I Must Have Lost It on the Wind,1,25 Sep. 2014,,7.1,738,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:35.764277
512,Anatomía de Grey,11,Puzzle with a Piece Missing,2,2 Oct. 2014,,7.1,668,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:35.764277
513,Anatomía de Grey,11,Got to Be Real,3,9 Oct. 2014,,7.1,550,https://ia.media-imdb.com/images/M/MV5BMTY5OTNjNTctMWYxNC00YjE2LWEzMTMtMTIzMzQ1MzhkODRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,4/25/2018,11:35:35.764277
